,bt,km,transmission,ownerNo,oem,modelYear,Insurance Validity,Fuel Type,RTO,Features,Mileage,Engine,Max Power,Torque,Seats,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
6197,0,40000,1,2,7,2020,2,3,21,9,20.7,1197,81.86,113.8,5.0,8,4,4,0,3805.0,1680.0,1520.0,2450.0,5,1,0,1,1,5,4
6198,0,33236,0,2,7,2019,3,3,21,9,17.4,1197,81.86,117.0,5.0,12,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,4
6199,0,50000,0,2,7,2014,2,3,29,9,18.9,1197,81.86,113.75,5.0,12,4,4,0,3765.0,1660.0,1520.0,2425.0,4,3,0,1,1,5,4
6200,0,47214,1,1,11,2019,0,3,21,9,21.4,1197,83.1,115.0,5.0,8,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,4
6201,0,54670,1,2,7,2019,2,3,21,9,20.7,1197,81.86,113.8,5.0,12,4,4,0,3805.0,1680.0,1520.0,2450.0,5,1,0,1,1,5,4
6202,4,30000,1,2,6,2018,2,3,21,8,17.8,1198,86.7,109.0,5.0,8,4,4,0,3990.0,1680.0,1505.0,2405.0,5,3,0,1,1,4,4
6204,4,120000,1,2,17,2016,2,3,21,9,17.57,1193,88.7,140.0,5.0,12,4,2,1,3995.0,1706.0,1570.0,2470.0,5,3,0,1,1,4,4
6206,4,100000,1,1,4,2017,2,1,21,9,25.83,1498,99.0,215.0,5.0,8,4,2,1,3995.0,1695.0,1525.0,2491.0,5,3,0,1,1,4,4
6207,0,57000,1,2,7,2017,0,3,21,9,18.6,1197,81.83,114.7,5.0,12,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,4
6208,0,70000,1,2,0,2011,2,2,21,8,16.0,995,59.0,88.4,5.0,8,4,2,0,3495.0,1495.0,1518.0,2345.0,5,3,0,1,1,5,4
6209,0,120000,1,1,19,2017,2,1,21,9,20.14,1498,88.0,230.0,5.0,8,4,4,1,3971.0,1682.0,1469.0,2469.0,5,3,0,1,1,5,4
6210,0,30000,1,1,11,2022,2,3,21,9,22.35,1197,88.5,113.0,5.0,8,4,4,0,3990.0,1745.0,1500.0,2520.0,5,1,0,1,1,5,4
6212,3,3844,1,1,8,2021,2,3,21,9,16.8,1497,113.43,144.0,5.0,12,4,4,0,4315.0,1800.0,1645.0,2610.0,6,1,0,0,1,5,4
6214,0,50000,1,1,15,2020,0,3,21,9,21.46,999,67.06,91.0,5.0,2,3,4,0,3731.0,1579.0,1474.0,2425.0,5,1,0,1,1,5,4
6217,4,94554,1,1,11,2012,0,3,21,9,22.41,1197,88.5,113.0,5.0,12,4,4,0,3995.0,1735.0,1515.0,2450.0,5,1,0,1,1,4,4
6218,0,15991,1,1,11,2021,3,3,21,9,21.01,1197,81.8,113.0,5.0,11,4,4,0,3995.0,1745.0,1510.0,2520.0,5,1,0,1,1,5,4
6221,0,22982,0,1,2,2018,0,3,21,9,22.5,999,67.0,91.0,5.0,8,3,4,0,3429.0,1560.0,1541.0,2348.0,5,3,0,1,1,5,4
6222,0,76000,1,1,7,2015,0,1,21,9,22.54,1396,88.73,219.7,5.0,12,4,4,1,3985.0,1734.0,1505.0,2570.0,6,3,0,1,1,5,4
6224,3,73000,1,1,11,2018,0,1,21,9,24.3,1248,88.5,200.0,5.0,12,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,4
6226,0,30000,1,1,7,2019,2,3,21,9,20.3,1086,68.0,99.0,5.0,8,4,3,0,3610.0,1645.0,1560.0,2400.0,5,3,0,1,1,5,4
6227,0,80000,1,2,7,2014,2,1,21,9,24.0,1120,70.0,160.0,5.0,8,3,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6229,3,10000,1,1,16,2022,2,3,29,9,19.2,999,113.98,178.0,5.0,12,3,4,1,4225.0,1760.0,1612.0,2651.0,6,1,0,1,1,5,4
6231,0,10000,0,1,7,2022,2,3,21,9,20.7,1197,81.86,113.8,5.0,8,4,4,0,3805.0,1680.0,1520.0,2450.0,5,1,0,1,1,5,4
6233,1,30000,1,1,15,2020,2,3,21,9,20.0,999,71.01,96.0,7.0,8,3,4,0,3991.0,1739.0,1643.0,2425.0,5,1,0,1,1,5,4
6235,0,60000,1,1,0,2007,2,3,21,8,15.26,1150,74.9,110.0,5.0,8,4,2,0,3880.0,1670.0,1495.0,2480.0,5,3,0,1,1,5,4
6236,0,107963,0,1,11,2017,0,3,21,9,26.0,998,65.71,89.0,5.0,12,3,4,0,3695.0,1655.0,1555.0,2435.0,5,1,0,1,1,5,4
6239,0,67194,1,1,6,2015,0,3,21,9,19.4,1198,86.8,109.0,5.0,8,4,4,0,3610.0,1680.0,1500.0,2345.0,5,3,0,1,1,5,4
6241,3,80000,1,1,6,2019,2,1,21,9,25.5,1498,98.6,200.0,5.0,8,4,4,1,3999.0,1734.0,1601.0,2555.0,6,1,0,1,1,5,4
6246,0,60000,1,2,7,2015,2,3,29,8,20.36,1197,78.9,111.7,5.0,8,4,4,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,4,4
6249,0,110000,1,3,7,2014,2,1,10,9,24.0,1120,70.0,160.0,5.0,8,3,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6250,4,120000,1,2,4,2011,2,1,21,8,19.68,1399,67.0,160.0,5.0,8,4,2,1,4282.0,1686.0,1468.0,2486.0,5,3,0,1,1,4,4
6253,0,57000,1,1,11,2018,0,3,21,9,22.0,1197,81.8,113.0,5.0,12,4,4,0,3840.0,1735.0,1530.0,2450.0,5,3,0,1,1,5,4
6256,0,7183,0,2,11,2021,3,3,21,9,22.56,1197,88.5,113.0,5.0,10,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,4
6259,0,4437,1,1,17,2022,2,0,21,9,26.49,1199,72.0,95.0,5.0,4,3,4,0,3765.0,1677.0,1535.0,2400.0,5,1,0,1,1,5,4
6260,0,34217,1,1,7,2016,0,3,21,9,18.6,1197,81.83,114.7,5.0,10,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,4
6261,0,80101,1,1,19,2017,0,3,21,9,16.47,1198,74.0,110.0,5.0,12,3,4,0,3971.0,1682.0,1469.0,2469.0,5,3,0,1,1,5,4
6263,0,50000,1,1,11,2012,2,3,21,9,19.0,998,66.1,90.0,5.0,8,3,4,0,3500.0,1600.0,1490.0,2360.0,5,3,0,1,1,5,4
6265,0,72580,1,1,11,2011,0,3,21,8,21.79,998,67.05,90.0,5.0,12,3,4,0,3655.0,1620.0,1675.0,2435.0,5,3,0,1,1,5,4
6268,0,30000,1,1,7,2019,2,3,21,9,20.3,1086,68.0,99.0,5.0,8,4,3,0,3610.0,1645.0,1560.0,2400.0,5,3,0,1,1,5,4
6269,0,100000,1,1,19,2012,2,1,21,9,22.07,1199,73.9,180.0,5.0,8,3,4,0,3970.0,1682.0,1453.0,2456.0,5,3,0,1,1,5,4
6270,0,69000,1,1,7,2018,0,1,21,9,22.54,1396,88.76,219.66,5.0,4,4,4,1,3985.0,1734.0,1505.0,2570.0,6,3,0,1,1,5,4
6271,0,50040,1,1,11,2017,0,1,21,9,25.2,1248,74.0,190.0,5.0,12,4,4,1,3840.0,1735.0,1530.0,2450.0,5,3,0,1,1,5,4
6273,0,40000,1,2,0,2011,2,3,29,8,18.6,1199,79.4,108.0,5.0,0,4,4,0,3640.0,1595.0,1520.0,2375.0,5,3,0,1,1,5,4
6277,0,64715,0,1,15,2018,3,3,21,9,23.01,999,67.0,91.0,5.0,11,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,4
6279,0,99348,1,2,11,2017,2,3,21,9,20.51,998,67.04,90.0,5.0,12,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,4
6280,0,39176,1,1,7,2017,3,3,21,9,18.9,1197,81.86,113.75,5.0,8,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6282,0,80000,1,2,13,2017,2,3,21,9,19.49,1198,67.04,104.0,5.0,12,3,4,0,3801.0,1665.0,1530.0,2450.0,5,3,0,1,1,5,4
6283,3,50000,1,1,11,2020,2,3,21,9,17.03,1462,103.26,138.0,5.0,8,4,4,0,3995.0,1790.0,1640.0,2500.0,5,1,0,1,1,5,4
6284,4,120000,1,3,11,2016,2,1,21,9,26.59,1248,74.0,190.0,5.0,8,4,4,1,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,4
6286,0,40000,1,1,7,2016,2,3,21,9,18.9,1197,82.0,114.0,5.0,8,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6288,3,100000,0,3,4,2017,2,3,21,9,15.63,1499,110.4,140.0,5.0,8,4,4,0,3999.0,1765.0,1708.0,2520.0,6,3,0,1,1,5,4
6291,4,70000,1,1,11,2015,2,1,6,9,26.59,1248,74.0,190.0,5.0,4,4,4,1,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,4
6294,4,80000,1,1,6,2018,2,1,29,9,25.8,1498,98.6,200.0,5.0,4,4,4,1,3990.0,1680.0,1505.0,2405.0,5,3,0,1,1,4,4
6295,3,40000,1,1,10,2020,2,3,21,9,16.82,1197,108.62,200.0,5.0,8,3,4,1,3995.0,1821.0,1627.0,2600.0,6,3,0,0,1,5,4
6297,0,50789,1,3,7,2014,2,3,21,8,19.81,1086,68.05,99.04,5.0,11,4,3,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,5,4
6299,0,42212,1,1,11,2019,0,3,21,8,22.05,796,47.33,69.0,5.0,8,3,4,0,3445.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,4
6300,4,105227,1,1,6,2015,2,3,21,9,18.0,1198,86.7,109.0,5.0,0,4,4,0,3990.0,1680.0,1505.0,2405.0,5,3,0,1,1,4,4
6305,0,12168,1,1,11,2021,0,3,21,9,22.0,1197,81.8,113.0,5.0,1,4,4,0,3840.0,1735.0,1530.0,2450.0,5,3,0,1,1,5,4
6306,0,10000,1,1,7,2022,2,1,29,9,26.2,1186,73.97,190.24,5.0,8,3,4,1,3805.0,1680.0,1520.0,2450.0,5,1,0,1,1,5,4
6313,0,69159,0,1,11,2017,2,3,21,9,20.51,998,67.0,90.0,5.0,11,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,4
6314,0,56992,0,1,11,2011,2,3,21,9,16.98,998,66.1,90.0,5.0,11,3,4,0,3500.0,1600.0,1490.0,2360.0,4,3,0,1,1,4,4
6315,4,120000,1,2,11,2015,2,1,21,8,26.59,1248,74.0,190.0,5.0,12,4,4,1,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,4
6316,0,28500,1,1,7,2017,0,3,21,8,18.9,1197,82.0,114.0,5.0,11,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6317,0,100000,1,2,16,2010,2,3,21,8,17.5,1198,75.0,110.0,5.0,8,3,4,0,4000.0,1642.0,1522.0,2465.0,5,3,0,1,1,5,4
6320,0,76164,1,2,7,2014,0,1,21,9,24.0,1120,70.0,160.0,5.0,8,3,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6321,0,75196,0,1,11,2016,2,3,21,9,23.95,998,67.05,90.0,5.0,8,3,4,0,3545.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,4
6323,0,51759,1,1,11,2017,2,3,21,8,22.05,796,47.33,69.0,5.0,10,3,4,0,3445.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,4
6324,0,105021,1,2,17,2019,2,3,21,9,23.84,1199,83.83,114.0,5.0,12,3,4,0,3746.0,1647.0,1535.0,2400.0,5,3,0,1,1,5,4
6329,3,10000,1,1,8,2022,2,3,21,9,18.2,998,118.36,172.0,5.0,0,3,4,1,3995.0,1790.0,1642.0,2500.0,6,1,0,1,1,5,4
6330,3,20000,1,1,19,2022,2,3,29,9,20.08,999,113.98,178.0,5.0,0,3,4,1,4221.0,1760.0,1612.0,2651.0,6,1,0,1,1,5,4
6331,0,110000,1,3,7,2007,2,3,21,9,15.3,1341,83.0,115.0,5.0,11,4,3,0,3810.0,1665.0,1515.0,2455.0,5,3,0,1,1,5,4
6332,4,40000,1,2,11,2020,2,3,21,9,22.41,1197,88.5,113.0,5.0,12,4,4,0,3995.0,1735.0,1515.0,2450.0,5,1,0,1,1,4,4
6335,0,60000,1,1,18,2013,2,3,21,9,17.71,1197,78.9,104.0,5.0,8,4,4,0,3775.0,1695.0,1510.0,2460.0,5,3,0,1,1,5,4
6338,0,70000,1,3,19,2013,2,1,21,9,22.07,1199,73.9,180.0,5.0,5,3,4,0,3970.0,1682.0,1453.0,2456.0,5,3,0,1,1,5,4
6339,4,100000,1,4,6,2016,2,1,21,8,27.4,1498,98.63,200.0,5.0,11,4,4,1,3995.0,1695.0,1498.0,2470.0,5,3,0,1,1,4,4
6341,3,9862,1,2,15,2021,2,3,21,9,20.5,999,98.63,160.0,5.0,12,3,4,1,3991.0,1750.0,1605.0,2500.0,5,1,0,1,1,5,4
6342,0,40000,1,1,15,2017,2,3,21,9,23.01,999,67.0,91.0,5.0,8,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,4
6343,0,37478,1,1,15,2019,2,3,21,8,22.25,799,53.26,72.0,5.0,11,3,4,0,3731.0,1579.0,1474.0,2425.0,5,1,0,1,1,5,4
6346,0,3120,0,1,11,2022,0,3,21,9,22.56,1197,88.5,113.0,5.0,4,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,4
6347,4,20972,1,1,19,2022,0,3,21,9,17.69,999,108.62,175.0,5.0,11,3,4,1,4390.0,1699.0,1467.0,2553.0,6,1,0,1,1,4,4
6348,0,60000,1,1,19,2018,2,3,29,9,18.78,999,75.0,95.0,5.0,8,3,4,0,3971.0,1682.0,1469.0,2469.0,5,3,0,1,1,5,4
6349,4,120000,1,1,7,2012,2,1,21,9,24.8,1396,88.7,219.7,5.0,12,4,4,0,4375.0,1700.0,1475.0,2570.0,6,3,0,1,1,4,4
6351,0,70000,1,2,7,2013,2,3,29,8,21.1,814,55.2,74.5,5.0,8,3,3,0,3495.0,1550.0,1500.0,2380.0,5,3,0,1,1,5,4
6352,4,80000,1,3,11,2012,2,3,21,8,19.1,1197,85.8,114.0,5.0,8,4,4,0,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,4
6353,3,38323,0,1,17,2021,0,3,21,9,16.35,1199,118.36,170.0,5.0,0,3,4,1,3993.0,1811.0,1606.0,2498.0,6,3,0,1,1,5,4
6354,4,120000,1,1,11,2020,2,3,21,9,22.41,1197,88.5,113.0,5.0,12,4,4,0,3995.0,1735.0,1515.0,2450.0,5,1,0,1,1,4,4
6355,0,40000,1,1,15,2019,2,3,21,9,25.17,799,53.3,72.0,5.0,8,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,4
6359,0,72842,0,1,7,2016,3,3,21,9,18.9,1197,82.0,114.0,5.0,12,4,4,0,3765.0,1660.0,1520.0,2425.0,4,3,0,1,1,5,4
6360,0,16338,1,2,11,2018,2,3,21,9,20.51,998,67.04,90.0,5.0,12,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,4
6366,0,120000,1,2,4,2014,2,1,6,9,20.0,1399,68.05,160.0,5.0,4,4,2,1,3795.0,1680.0,1427.0,2489.0,5,3,0,1,1,5,4
6367,0,59000,1,2,19,2016,2,3,21,9,16.2,1199,74.0,110.0,5.0,11,3,4,0,3971.0,1682.0,1469.0,2469.0,5,3,0,1,1,5,4
6368,0,120000,1,4,0,2011,2,3,21,8,18.6,1199,79.4,108.0,5.0,8,4,4,0,3640.0,1595.0,1520.0,2375.0,5,3,0,1,1,5,4
6369,0,90000,1,2,11,2010,2,1,21,8,21.1,1248,73.9,113.0,5.0,8,4,4,0,3715.0,1680.0,1620.0,2360.0,5,3,0,1,1,5,4
6374,4,52034,1,1,6,2013,0,3,21,9,18.0,1198,86.7,109.0,5.0,12,4,4,0,3990.0,1680.0,1505.0,2405.0,5,3,0,1,1,4,4
6375,0,45979,1,2,15,2015,0,3,21,9,25.17,799,53.3,72.0,5.0,10,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,4
6376,4,10000,1,1,6,2019,2,3,29,8,19.5,1199,88.76,110.0,5.0,8,4,4,0,3995.0,1695.0,1498.0,2470.0,5,3,0,1,1,4,4
6377,0,68551,1,1,7,2013,0,3,21,9,18.5,1197,82.85,113.7,5.0,11,4,4,0,3995.0,1710.0,1505.0,2525.0,5,3,0,1,1,5,4
6378,0,68766,1,1,17,2019,3,3,21,9,23.84,1199,83.83,114.0,5.0,12,3,4,0,3746.0,1647.0,1535.0,2400.0,5,3,0,1,1,5,4
6380,4,20000,1,2,11,2020,2,3,21,9,22.41,1197,88.5,113.0,5.0,8,4,4,0,3995.0,1735.0,1515.0,2450.0,5,1,0,1,1,4,4
6384,3,71000,1,1,4,2019,0,1,21,9,21.7,1498,98.96,215.0,5.0,12,4,4,1,3998.0,1765.0,1647.0,2519.0,5,1,0,1,1,5,4
6386,0,75000,1,2,19,2017,0,1,21,9,20.14,1498,88.0,230.0,5.0,2,4,4,1,3971.0,1682.0,1469.0,2469.0,5,3,0,1,1,5,4
6387,0,23573,1,1,11,2020,0,3,21,9,21.79,998,67.05,90.0,5.0,12,3,4,0,3655.0,1620.0,1675.0,2435.0,5,3,0,1,1,5,4
6388,3,76200,1,1,4,2018,0,1,21,9,21.7,1498,98.96,215.0,5.0,12,4,4,1,3998.0,1765.0,1647.0,2519.0,5,1,0,1,1,5,4
6390,0,62000,1,1,11,2014,0,3,21,9,24.39,998,65.71,89.0,5.0,11,3,4,0,3530.0,1490.0,1520.0,2380.0,5,3,0,1,1,5,4
6391,4,16603,0,1,7,2020,0,3,21,9,20.1,1197,81.86,113.8,5.0,4,4,4,0,3995.0,1680.0,1520.0,2450.0,5,1,0,1,1,4,4
6392,0,43571,1,1,7,2018,2,3,21,8,21.1,814,55.2,74.5,5.0,11,3,3,0,3495.0,1550.0,1500.0,2380.0,5,3,0,1,1,5,4
6393,0,28328,1,1,11,2020,3,3,21,9,22.05,796,47.33,69.0,5.0,12,3,4,0,3445.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,4
6395,3,40282,1,1,6,2017,0,3,21,9,17.5,1199,88.7,110.0,5.0,11,4,4,0,3999.0,1734.0,1601.0,2555.0,5,1,0,1,1,5,4
6396,0,57826,1,1,11,2016,0,3,21,8,22.05,796,47.33,69.0,5.0,11,3,4,0,3445.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,4
6397,0,85400,1,1,19,2016,0,3,21,9,18.78,999,75.0,95.0,5.0,11,3,4,0,3971.0,1682.0,1469.0,2469.0,5,3,0,1,1,5,4
6398,0,74000,1,2,7,2014,0,3,21,9,18.6,1197,81.83,114.7,5.0,6,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,4
6400,3,65580,0,1,11,2018,0,1,21,9,24.3,1248,88.5,200.0,5.0,11,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,4
6401,0,91200,1,2,19,2014,0,1,21,9,20.14,1498,88.8,230.0,5.0,10,4,4,1,3971.0,1682.0,1469.0,2469.0,5,3,0,1,1,5,4
6402,3,65000,1,2,4,2015,0,1,21,9,21.7,1498,98.96,215.0,5.0,12,4,4,1,3998.0,1765.0,1647.0,2519.0,5,1,0,1,1,5,4
6403,0,84250,1,2,7,2017,0,1,21,9,22.54,1396,88.73,219.7,5.0,4,4,4,1,3985.0,1734.0,1505.0,2570.0,6,3,0,1,1,5,4
6404,0,93155,1,3,11,2007,0,1,21,8,17.8,1248,75.0,190.0,5.0,12,4,4,1,3760.0,1690.0,1530.0,2390.0,5,3,0,1,1,5,4
6408,0,79883,1,2,11,2014,1,1,21,8,23.2,1248,73.94,190.0,5.0,12,4,4,1,3775.0,1680.0,1620.0,2360.0,5,3,0,1,1,5,4
6411,4,110712,1,1,6,2014,1,1,6,9,25.8,1498,98.6,200.0,5.0,11,4,4,1,3990.0,1680.0,1505.0,2405.0,5,3,0,1,1,4,4
6412,0,67653,0,1,17,2017,0,3,21,9,23.84,1199,84.0,114.0,5.0,11,3,4,0,3746.0,1647.0,1535.0,2400.0,5,3,0,1,1,5,4
6413,0,58066,1,1,7,2015,2,3,21,8,19.81,1086,68.05,99.04,5.0,11,4,3,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,5,4
6415,4,71053,1,1,6,2019,0,3,21,9,19.5,1199,88.76,110.0,5.0,12,4,4,0,3995.0,1695.0,1501.0,2470.0,5,3,0,1,1,4,4
6416,0,76977,1,2,19,2018,0,1,21,9,20.14,1498,88.0,230.0,5.0,11,4,4,1,3971.0,1682.0,1469.0,2469.0,5,3,0,1,1,5,4
6417,0,150729,1,1,17,2009,1,1,21,9,18.0,1248,75.0,190.0,5.0,12,4,4,1,3795.0,1695.0,1550.0,2470.0,5,3,0,1,1,5,4
6421,4,19726,1,1,6,2022,1,3,21,9,18.6,1199,88.5,110.0,5.0,2,4,4,0,3995.0,1695.0,1498.0,2470.0,5,1,0,1,1,4,4
6424,3,12111,1,1,17,2022,1,3,21,9,17.33,1199,118.35,170.0,5.0,0,3,4,0,3993.0,1811.0,1606.0,2498.0,6,1,0,1,1,5,4
6426,3,65573,0,1,11,2019,2,1,21,9,24.3,1248,88.5,200.0,5.0,11,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,4
6427,0,52887,1,1,7,2009,1,3,21,9,20.36,1197,78.9,111.8,5.0,10,4,4,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,4,4
6429,0,51088,1,1,13,2013,1,3,12,8,19.49,1198,67.04,104.0,5.0,10,3,4,0,3801.0,1665.0,1530.0,2450.0,5,3,0,1,1,5,4
6430,0,0,1,1,11,2015,1,3,21,9,20.51,998,67.04,90.0,5.0,11,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,4
6431,3,22000,1,1,8,2021,0,3,21,9,16.8,1497,113.43,144.0,5.0,12,4,4,0,4315.0,1800.0,1645.0,2610.0,6,1,0,0,1,5,4
6435,0,31850,1,1,15,2019,2,3,21,8,22.25,799,53.26,72.0,5.0,11,3,4,0,3731.0,1579.0,1474.0,2425.0,5,1,0,1,1,5,4
6436,4,135213,1,1,6,2013,1,1,30,9,25.8,1498,98.6,200.0,5.0,10,4,4,1,3990.0,1680.0,1505.0,2405.0,5,3,0,1,1,4,4
6437,4,88378,1,1,6,2014,1,1,21,9,25.8,1498,98.6,200.0,5.0,8,4,4,1,3990.0,1680.0,1505.0,2405.0,5,3,0,1,1,4,4
6439,4,65808,1,1,11,2012,1,1,21,9,23.4,1248,74.0,190.0,5.0,11,4,4,1,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,4
6440,3,20135,1,1,13,2021,1,3,21,9,18.75,999,71.02,96.0,5.0,1,3,4,0,3994.0,1758.0,1572.0,2500.0,5,1,0,1,1,5,4
6443,0,61334,1,1,11,2018,1,3,21,9,20.51,998,67.04,90.0,5.0,11,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,4
6446,0,51531,1,1,7,2017,1,3,21,9,18.6,1197,81.83,114.7,5.0,4,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,4
6449,3,77901,1,1,7,2019,0,1,21,9,23.7,1396,88.76,219.6,5.0,1,4,4,0,3995.0,1770.0,1605.0,2500.0,6,3,0,1,0,5,4
6451,0,70593,1,1,7,2016,2,3,21,9,19.81,1086,68.05,99.04,5.0,11,4,3,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,5,4
6452,0,82556,1,1,7,2015,3,3,21,9,18.6,1197,81.83,114.7,5.0,12,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,4
6456,4,72000,1,1,11,2015,0,3,21,9,20.85,1197,83.14,115.0,5.0,12,4,4,0,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,4
6462,0,114866,1,2,11,2009,0,3,21,8,21.1,1197,85.8,114.0,5.0,12,4,4,0,3715.0,1680.0,1620.0,2360.0,5,3,0,1,1,5,4
6463,0,27723,1,1,11,2021,1,3,21,9,21.01,1197,81.8,113.0,5.0,11,4,4,0,3995.0,1745.0,1510.0,2520.0,5,1,0,1,1,5,4
6466,0,37983,1,1,11,2016,1,3,21,9,20.51,998,67.04,90.0,5.0,12,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,4
6470,0,50501,1,1,11,2017,1,3,21,8,20.4,1197,83.11,113.0,5.0,4,4,4,0,3840.0,1735.0,1530.0,2450.0,5,3,0,1,1,5,4
6473,0,65000,1,1,7,2018,0,3,21,9,18.9,1197,81.86,113.75,5.0,12,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6474,0,74232,1,1,11,2014,2,1,21,9,22.9,1248,74.0,190.0,5.0,12,4,4,1,3850.0,1695.0,1530.0,2430.0,5,3,0,1,1,5,4
6475,0,38892,1,1,11,2015,2,3,21,9,20.51,998,67.04,90.0,5.0,12,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,4
6479,4,63959,1,1,11,2013,1,3,21,9,19.1,1197,85.8,114.0,5.0,12,4,4,0,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,4
6480,0,10801,1,1,17,2022,1,3,21,9,19.33,1199,86.83,113.0,5.0,12,3,4,0,3990.0,1755.0,1523.0,2501.0,5,1,0,1,1,5,4
6482,4,30751,0,2,16,2015,1,3,21,9,14.3,1598,103.52,153.0,5.0,0,4,4,0,4386.0,1699.0,1466.0,2552.0,6,3,0,1,1,4,4
6483,0,151231,1,1,11,2014,1,3,21,9,20.51,998,67.04,90.0,5.0,11,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,4
6488,3,17284,1,1,6,2022,1,3,21,9,16.5,1199,88.5,110.0,5.0,12,4,4,0,3999.0,1734.0,1601.0,2555.0,5,1,0,1,1,5,4
6489,4,100076,1,3,7,2014,1,1,21,9,24.4,1120,71.01,180.4,5.0,1,3,4,0,3995.0,1660.0,1520.0,2425.0,5,3,0,1,1,4,4
6490,0,105180,1,2,0,2011,1,3,21,8,18.0,995,62.0,90.3,5.0,0,4,2,0,3495.0,1495.0,1518.0,2345.0,5,3,0,1,1,5,4
6491,0,85648,1,1,11,2018,2,3,21,8,22.05,796,47.33,69.0,5.0,8,3,4,0,3445.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,4
6492,0,97229,1,1,11,2018,2,3,21,9,22.38,1197,88.5,113.0,5.0,1,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,4
6493,0,74850,1,1,11,2016,1,1,18,9,27.39,1248,74.0,190.0,5.0,1,4,4,1,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,4
6495,0,52509,1,1,11,2018,2,3,21,9,22.38,1197,88.5,113.0,5.0,12,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,4
6497,0,57000,1,2,7,2016,0,3,21,9,20.36,1197,78.9,111.8,5.0,4,4,4,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,4,4
6499,4,42601,1,1,11,2011,1,3,21,9,17.5,1197,85.8,114.0,5.0,12,4,4,0,4160.0,1690.0,1530.0,2390.0,5,3,0,1,1,4,4
