,bt,km,transmission,ownerNo,oem,modelYear,price,Insurance Validity,Fuel Type,Features,Mileage,Engine,Max Power,Torque,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
1164,Sedan,68220,Manual,1,Honda,2010,375000.0,Comprehensive,Petrol,9,17.0,1497.0,103.7259811197063,146.0,white,4.0,4.0,No,4420.0,1695.0,1480.0,2550.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1165,SUV,59889,Manual,1,Mahindra,2018,985000.0,Third Party,Diesel,8,16.55,2498.0,105.0,247.0,gold,4.0,4.0,Yes,3920.0,1726.0,1930.0,2430.0,5.0,6.0,Power,Disc,Drum,Tubeless,3.0,Bangalore
1166,Sedan,11000,Automatic,2,Jaguar,2019,3775000.0,Comprehensive,Diesel,9,13.5,1999.0,177.0,430.0,white,4.0,4.0,Yes,4795.0,2075.0,1416.0,2835.0,8.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
1167,Hatchback,38500,Manual,1,Hyundai,2019,825000.0,Comprehensive,Petrol,9,18.6,1197.0,81.86,117.0,red,4.0,4.0,No,3985.0,1734.0,1505.0,2570.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1168,SUV,120000,Automatic,2,Toyota,2013,1625000.0,Comprehensive,Diesel,9,12.55,2982.0,168.5,360.0,silver,4.0,4.0,Yes,4705.0,1840.0,1850.0,2750.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1169,Sedan,39157,Automatic,2,BMW,2016,2198000.0,Third Party,Diesel,9,22.69,1995.0,190.0,400.0,white,4.0,4.0,Yes,4824.0,1811.0,1429.0,2810.0,8.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
1170,MUV,162000,Manual,1,Toyota,2008,825000.0,Comprehensive,Diesel,9,12.8,2494.0,103.7259811197063,20.4,gold,4.0,4.0,No,4.0,1.0,1.0,2.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1171,Hatchback,89900,Automatic,2,BMW,2013,1175000.0,Third Party,Petrol,9,16.28,1598.0,136.0,220.0,blue,4.0,4.0,Yes,4324.0,1984.0,1421.0,2690.0,8.0,5.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
1172,Hatchback,58666,Automatic,1,Maruti,2017,656000.0,Comprehensive,Petrol,9,21.4,1197.0,83.1,115.0,white,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1173,Sedan,54137,Automatic,1,Maruti,2018,612000.0,Third Party,Petrol,9,21.21,1197.0,81.8,113.0,silver,4.0,4.0,No,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1174,SUV,180000,Manual,2,Toyota,2011,1195000.0,Comprehensive,Diesel,9,11.5,2982.0,103.7259811197063,343.0,silver,4.0,4.0,Yes,4695.0,1840.0,1850.0,2750.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1175,Hatchback,21997,Manual,1,Renault,2019,436000.0,Comprehensive,Petrol,9,23.01,999.0,67.0,91.0,red,3.0,4.0,No,3679.0,1579.0,1478.0,2422.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1176,Sedan,40394,Automatic,2,Maruti,2020,721000.0,Comprehensive,Petrol,9,21.21,1197.0,81.8,113.0,blue,4.0,4.0,No,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1177,SUV,49000,Automatic,2,BMW,2015,1750000.0,Comprehensive,Diesel,9,17.05,1995.0,184.0,380.0,green,4.0,4.0,Yes,4477.0,2058.0,1545.0,2760.0,8.0,5.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
1178,SUV,80390,Manual,1,Ford,2017,620000.0,Comprehensive,Petrol,9,15.85,1499.0,110.4,140.0,white,4.0,4.0,No,3999.0,1765.0,1708.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1179,Sedan,52721,Automatic,1,Mercedes-Benz,2018,3299000.0,Comprehensive,Diesel,9,12.6,1950.0,194.0,400.0,white,4.0,4.0,Yes,4686.0,2020.0,1442.0,2840.0,9.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
1180,Hatchback,55127,Automatic,1,Maruti,2017,643000.0,Comprehensive,Petrol,9,21.4,1197.0,83.1,115.0,red,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1181,SUV,35922,Manual,2,Ford,2018,822000.0,Comprehensive,Diesel,9,23.0,1498.0,98.96,205.0,blue,4.0,4.0,Yes,3998.0,1765.0,1647.0,2519.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1182,Sedan,16883,Automatic,1,Honda,2019,838000.0,Third Party,Petrol,9,19.0,1199.0,88.76,110.0,red,4.0,4.0,No,3995.0,1695.0,1501.0,2470.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1183,SUV,86000,Manual,2,Renault,2013,625000.0,Comprehensive,Diesel,9,19.6,1461.0,108.45,245.0,white,4.0,4.0,Yes,4315.0,1822.0,1695.0,2673.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1184,Sedan,88000,Automatic,1,Skoda,2016,1125000.0,Comprehensive,Petrol,9,15.1,1798.0,178.0,250.0,maroon,4.0,4.0,Yes,4670.0,1814.0,1476.0,2688.0,7.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
1185,SUV,34000,Automatic,1,Jeep,2020,2545000.0,Comprehensive,Diesel,9,17.1,1956.0,173.0,350.0,white,4.0,4.0,Yes,4395.0,1818.0,1640.0,2636.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
1186,Hatchback,110000,Manual,1,Skoda,2013,345000.0,Comprehensive,Diesel,9,20.86,1199.0,75.0,180.0,gray,3.0,4.0,Yes,4000.0,1642.0,1522.0,2465.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1187,SUV,55398,Manual,1,Renault,2020,999000.0,Third Party,Diesel,9,19.87,1461.0,84.0,200.0,orange,4.0,4.0,No,4360.0,1822.0,1695.0,2673.0,5.0,5.0,Power,Disc,Drum,Radial,5.0,Bangalore
1188,SUV,54000,Automatic,2,Ford,2015,675000.0,Comprehensive,Petrol,9,14.7,1496.0,120.69,149.0,orange,3.0,4.0,No,3998.0,1765.0,1647.0,2519.0,6.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Bangalore
1189,Hatchback,25829,Manual,1,Volkswagen,2019,875000.0,Comprehensive,Petrol,9,18.78,999.0,75.0,95.0,brown,3.0,4.0,No,3971.0,1682.0,1469.0,2469.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1190,Hatchback,36913,Manual,1,Maruti,2016,484999.0,Comprehensive,Petrol,8,23.1,998.0,67.04,90.0,silver,3.0,4.0,No,3715.0,1635.0,1565.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1191,Hatchback,34000,Manual,1,Hyundai,2018,775000.0,Comprehensive,Diesel,9,22.54,1396.0,88.73,219.7,white,4.0,4.0,Yes,3985.0,1734.0,1505.0,2570.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1192,Hatchback,42162,Automatic,2,Maruti,2018,655000.0,Third Party,Petrol,9,22.56,1197.0,88.5,113.0,silver,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
1193,Hatchback,48041,Automatic,2,Maruti,2016,525000.0,Comprehensive,Petrol,9,23.1,998.0,67.04,90.0,red,3.0,4.0,No,3715.0,1635.0,1565.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1194,Hatchback,43285,Manual,3,Renault,2020,442000.0,Third Party,Petrol,9,23.01,999.0,67.0,91.0,blue,3.0,4.0,No,3731.0,1579.0,1474.0,2422.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1195,Hatchback,44326,Manual,1,Hyundai,2012,476000.0,Comprehensive,Petrol,9,18.5,1197.0,82.85,113.7,silver,4.0,4.0,No,3995.0,1710.0,1505.0,2525.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1196,Hatchback,62984,Automatic,2,Volkswagen,2017,865000.0,Comprehensive,Petrol,9,17.21,1197.0,103.5,175.0,white,4.0,4.0,Yes,3971.0,1682.0,1469.0,2469.0,7.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1197,Hatchback,99276,Manual,2,Maruti,2010,338000.0,Comprehensive,Petrol,9,22.38,1197.0,88.5,113.0,silver,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
1198,SUV,42812,Automatic,2,Hyundai,2018,1299000.0,Comprehensive,Petrol,9,13.0,1591.0,121.3,151.0,white,4.0,4.0,No,4270.0,1780.0,1630.0,2590.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1199,Hatchback,57770,Manual,1,Maruti,2013,492000.0,Comprehensive,Petrol,9,22.38,1197.0,88.5,113.0,red,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
1200,Hatchback,42220,Automatic,3,Hyundai,2017,544000.0,Third Party,Petrol,9,18.9,1197.0,81.86,113.75,red,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,4.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1201,SUV,66977,Automatic,1,Mahindra,2016,1365000.0,Third Party,Diesel,9,16.0,2179.0,140.0,330.0,gray,4.0,4.0,Yes,4585.0,1890.0,1785.0,2700.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
1202,SUV,29916,Manual,1,Hyundai,2021,1085000.0,Third Party,Petrol,9,18.0,998.0,118.35,171.6,white,3.0,4.0,Yes,3995.0,1770.0,1605.0,2500.0,6.0,5.0,Electronic,Disc,Drum,Radial,5.0,Bangalore
1203,Sedan,10066,Automatic,1,Skoda,2022,1488000.0,Third Party,Petrol,9,18.07,999.0,113.98,178.0,silver,3.0,4.0,Yes,4541.0,1752.0,1507.0,2651.0,6.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Bangalore
1204,Sedan,39243,Automatic,2,Skoda,2019,939000.0,Comprehensive,Petrol,9,14.84,1598.0,103.2,153.0,white,4.0,4.0,No,4413.0,1699.0,1466.0,2552.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1205,Sedan,36309,Automatic,2,Skoda,2017,888000.0,Third Party,Petrol,9,14.84,1598.0,103.2,153.0,white,4.0,4.0,No,4413.0,1699.0,1466.0,2552.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1206,Hatchback,69408,Automatic,1,Maruti,2014,425000.0,Third Party,Petrol,8,23.1,998.0,67.04,90.0,maroon,3.0,4.0,No,3715.0,1635.0,1565.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1207,Sedan,12064,Automatic,2,Honda,2019,818000.0,Third Party,Petrol,9,19.0,1199.0,88.76,110.0,white,4.0,4.0,No,3995.0,1695.0,1501.0,2470.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1208,Sedan,74000,Automatic,1,Mercedes-Benz,2013,1944000.0,Comprehensive,Diesel,9,14.21,2143.0,203.0,500.0,gray,4.0,4.0,Yes,4868.0,1854.0,1471.0,2874.0,5.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
1209,Hatchback,18000,Automatic,1,Maruti,2018,695000.0,Comprehensive,Petrol,9,22.0,1197.0,81.8,113.0,blue,4.0,4.0,No,3840.0,1735.0,1530.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1210,Sedan,59000,Automatic,1,Volkswagen,2010,475000.0,Comprehensive,Petrol,9,14.4,1598.0,103.6,153.0,silver,4.0,4.0,No,4384.0,1699.0,1466.0,2552.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1211,Hatchback,17190,Manual,1,Hyundai,2018,551000.0,Comprehensive,Petrol,9,18.9,1197.0,81.86,113.75,blue,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1212,Hatchback,58323,Manual,1,Maruti,2013,352000.0,Comprehensive,Petrol,9,18.9,998.0,67.1,90.0,brown,3.0,4.0,No,3595.0,1495.0,1700.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1213,Sedan,40765,Manual,1,Honda,2015,600000.0,Comprehensive,Petrol,9,17.8,1497.0,117.3,145.0,red,4.0,4.0,No,4440.0,1695.0,1495.0,2600.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1214,Hatchback,58198,Automatic,2,Maruti,2016,479000.0,Third Party,Petrol,9,26.0,998.0,65.71,89.0,silver,3.0,4.0,No,3695.0,1655.0,1555.0,2435.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
1215,Hatchback,42976,Manual,1,Hyundai,2019,559000.0,Third Party,Petrol,9,18.9,1197.0,81.86,113.75,silver,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1216,Sedan,44074,Manual,1,Maruti,2012,409000.0,Third Party,Petrol,9,22.41,1197.0,88.5,113.0,black,4.0,4.0,No,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Bangalore
1217,Hatchback,21000,Automatic,1,Maruti,2017,539000.0,Comprehensive,Petrol,9,21.79,998.0,67.05,90.0,white,3.0,4.0,No,3655.0,1620.0,1675.0,2435.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1218,Hatchback,14089,Manual,1,Maruti,2021,737000.0,Third Party,Petrol,9,22.38,1197.0,88.5,113.0,red,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
1219,Sedan,94378,Manual,2,Honda,2014,526000.0,Comprehensive,Diesel,9,26.0,1498.0,98.6,200.0,red,4.0,4.0,Yes,4440.0,1695.0,1495.0,2600.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1220,SUV,71000,Automatic,1,Mahindra,2016,1350000.0,Comprehensive,Diesel,9,16.0,2179.0,140.0,330.0,silver,4.0,4.0,Yes,4585.0,1890.0,1785.0,2700.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
1221,SUV,174000,Manual,1,Toyota,2018,3194000.0,Comprehensive,Diesel,9,14.24,2755.0,174.5,420.0,white,4.0,4.0,Yes,4795.0,1855.0,1835.0,2745.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
1222,Hatchback,58000,Automatic,2,Hyundai,2016,585000.0,Comprehensive,Petrol,9,18.9,1197.0,82.0,114.0,white,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,4.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1223,SUV,113000,Automatic,2,Audi,2014,1495000.0,Third Party,Diesel,9,15.73,1968.0,174.33,380.0,brown,4.0,4.0,Yes,4385.0,2019.0,1608.0,2603.0,7.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1224,SUV,170402,Automatic,2,Volvo,2010,1090000.0,Comprehensive,Diesel,9,11.1,2400.0,200.0,420.0,white,5.0,4.0,Yes,4807.0,2112.0,1784.0,2857.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
1225,Sedan,30000,Automatic,2,Audi,2016,2100000.0,Comprehensive,Diesel,9,18.25,1968.0,187.74,400.0,white,4.0,4.0,Yes,4726.0,1842.0,1427.0,2820.0,7.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
1226,Sedan,59000,Manual,1,Maruti,2014,590000.0,Comprehensive,Petrol,9,19.1,1197.0,85.8,114.0,silver,4.0,4.0,No,3995.0,1695.0,1555.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1227,SUV,25883,Manual,1,Mahindra,2021,1898999.0,Comprehensive,Diesel,9,15.1,2179.0,152.87,360.0,white,4.0,4.0,Yes,4585.0,1890.0,1785.0,2700.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
1228,SUV,32746,Manual,1,Volkswagen,2021,1545000.0,Comprehensive,Petrol,9,20.08,999.0,113.98,178.0,white,3.0,4.0,Yes,4221.0,1760.0,1612.0,2651.0,6.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
1229,Sedan,35038,Automatic,1,Skoda,2017,1895000.0,Comprehensive,Petrol,9,14.7,1798.0,177.5,250.0,white,4.0,4.0,Yes,4659.0,1814.0,1476.0,2688.0,7.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
1230,Hatchback,38995,Manual,3,Ford,2018,540000.0,Comprehensive,Petrol,9,19.0,1194.0,94.68,120.0,yellow,3.0,4.0,No,3954.0,1737.0,1570.0,2490.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1231,Hatchback,61102,Manual,1,Maruti,2013,491000.0,Comprehensive,Petrol,9,22.38,1197.0,88.5,113.0,red,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
1232,SUV,132000,Manual,2,Skoda,2012,625000.0,Comprehensive,Diesel,9,17.67,1968.0,138.08,320.0,silver,4.0,4.0,Yes,4223.0,1793.0,1691.0,2578.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
1233,Hatchback,52288,Manual,1,Maruti,2021,436000.0,Third Party,Petrol,9,21.7,998.0,65.71,89.0,others,3.0,4.0,No,3565.0,1520.0,1567.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1234,Hatchback,69054,Automatic,1,Honda,2017,616000.0,Comprehensive,Petrol,9,19.0,1199.0,88.7,110.0,brown,4.0,4.0,No,3955.0,1694.0,1544.0,2530.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1235,SUV,67000,Manual,1,Renault,2015,675000.0,Comprehensive,Petrol,9,13.24,1598.0,102.57,145.0,silver,4.0,4.0,No,4315.0,1822.0,1695.0,2673.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1236,Sedan,51745,Manual,2,Maruti,2015,533000.0,Comprehensive,Diesel,9,26.59,1248.0,74.0,190.0,black,4.0,4.0,Yes,3995.0,1695.0,1555.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1237,Convertibles,22000,Automatic,1,Audi,2015,3495000.0,Comprehensive,Petrol,9,16.6,1798.0,177.0,250.0,red,4.0,4.0,Yes,4421.0,1960.0,1409.0,2595.0,7.0,4.0,Power,Disc,Disc,Tubeless,2.0,Bangalore
1238,Hatchback,11268,Manual,2,Hyundai,2017,626000.0,Comprehensive,Petrol,9,18.9,1197.0,81.86,113.75,silver,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1239,Hatchback,24357,Manual,1,Tata,2020,632000.0,Zero Dep,Petrol,9,20.09,1199.0,84.82,113.0,red,3.0,4.0,No,3765.0,1677.0,1535.0,2400.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
1240,MUV,157000,Manual,2,Toyota,2016,1775000.0,Comprehensive,Diesel,9,13.68,2393.0,147.51,343.0,white,7.0,4.0,Yes,4735.0,1830.0,1795.0,2750.0,5.0,8.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1241,Sedan,9982,Manual,1,Honda,2018,1000000.0,Comprehensive,Petrol,9,17.0,1497.0,103.7259811197063,146.0,brown,4.0,4.0,No,4420.0,1695.0,1480.0,2550.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1242,Sedan,22000,Automatic,1,Audi,2020,2875000.0,Comprehensive,Diesel,9,20.38,1968.0,143.0,320.0,red,4.0,4.0,Yes,4456.0,1960.0,1416.0,2637.0,6.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
1243,SUV,27000,Manual,1,Hyundai,2020,1085000.0,Comprehensive,Petrol,9,18.0,998.0,118.35,171.6,blue,3.0,4.0,Yes,3995.0,1770.0,1605.0,2500.0,6.0,5.0,Electronic,Disc,Drum,Radial,5.0,Bangalore
1244,Sedan,68000,Automatic,2,BMW,2017,2275000.0,Comprehensive,Diesel,9,22.69,1995.0,187.74,400.0,white,4.0,4.0,Yes,4824.0,2047.0,1508.0,2920.0,8.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
1245,SUV,19000,Automatic,1,Hyundai,2022,1365000.0,Comprehensive,Petrol,9,18.15,998.0,118.35,172.0,white,3.0,4.0,Yes,3995.0,1770.0,1605.0,2500.0,7.0,5.0,Electronic,Disc,Drum,Radial,5.0,Bangalore
1246,SUV,41000,Automatic,2,BMW,2012,1550000.0,Third Party,Diesel,9,17.05,1995.0,184.0,380.0,brown,4.0,4.0,Yes,4477.0,2058.0,1545.0,2760.0,8.0,5.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
1247,SUV,49000,Automatic,1,BMW,2018,3025000.0,Comprehensive,Diesel,9,20.68,1995.0,188.0,400.0,blue,4.0,4.0,Yes,4439.0,1821.0,1612.0,2670.0,8.0,5.0,Power,Disc,Disc,Runflat,5.0,Bangalore
1248,Sedan,45000,Automatic,2,BMW,2018,4275000.0,Comprehensive,Diesel,9,20.37,1995.0,187.74,400.0,black,4.0,4.0,Twin,4936.0,2126.0,1466.0,2975.0,8.0,5.0,Power,Disc,Disc,Runflat,4.0,Bangalore
1249,SUV,75000,Automatic,2,BMW,2016,4450000.0,Comprehensive,Diesel,9,11.7,2993.0,245.0,540.0,white,6.0,4.0,Yes,4886.0,2184.0,1762.0,2933.0,8.0,5.0,Power,Disc,Disc,Tubeless,5.0,Bangalore
1250,Hatchback,39613,Manual,1,Maruti,2015,483000.0,Third Party,Petrol,9,25.24,998.0,65.71,89.0,red,3.0,4.0,No,3695.0,1655.0,1555.0,2435.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Bangalore
1251,Sedan,68906,Automatic,2,Honda,2018,1007000.0,Third Party,Petrol,9,18.0,1497.0,117.6,145.0,white,4.0,4.0,No,4440.0,1695.0,1495.0,2600.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1252,SUV,33000,Automatic,1,Renault,2019,994999.0,Comprehensive,Petrol,9,13.9,1498.0,105.0,142.0,white,4.0,4.0,No,4360.0,1822.0,1695.0,2673.0,6.0,5.0,Power,Disc,Drum,Radial,5.0,Bangalore
1253,Sedan,71423,Manual,1,Maruti,2016,573000.0,Comprehensive,Petrol,9,22.41,1197.0,88.5,113.0,red,4.0,4.0,No,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Bangalore
1254,Sedan,17811,Manual,1,Maruti,2015,658000.0,Comprehensive,Petrol,9,22.41,1197.0,88.5,113.0,silver,4.0,4.0,No,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Bangalore
1255,SUV,79000,Automatic,1,Hyundai,2017,1245000.0,Comprehensive,Diesel,9,17.6,1582.0,126.2,259.87,white,4.0,4.0,Yes,4270.0,1780.0,1665.0,2590.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1256,Hatchback,9724,Automatic,1,Maruti,2020,906000.0,Zero Dep,Petrol,9,21.4,1197.0,83.1,115.0,silver,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1257,SUV,75000,Manual,1,Hyundai,2019,1195000.0,Comprehensive,Petrol,9,15.8,1591.0,121.3,151.0,white,4.0,4.0,No,4270.0,1780.0,1665.0,2590.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1258,Sedan,20754,Manual,1,Toyota,2021,1031000.0,Comprehensive,Petrol,9,17.1,1496.0,105.94,140.0,white,4.0,4.0,No,4425.0,1730.0,1495.0,2550.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1259,Hatchback,50510,Manual,3,Hyundai,2015,413000.0,Comprehensive,Petrol,9,18.9,1197.0,82.0,114.0,red,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1260,Hatchback,35000,Manual,1,Hyundai,2019,624000.0,Comprehensive,Petrol,9,18.9,1197.0,81.86,113.75,white,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1261,Sedan,85000,Manual,3,Hyundai,2011,465000.0,Comprehensive,Diesel,9,22.32,1582.0,126.32,259.8,silver,4.0,4.0,Yes,4370.0,1700.0,1475.0,2570.0,6.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
1262,Sedan,48979,Automatic,1,Honda,2018,1050000.0,Third Party,Petrol,9,18.0,1497.0,117.3,145.0,white,4.0,4.0,No,4440.0,1695.0,1495.0,2600.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1263,SUV,46000,Manual,2,Tata,2017,725000.0,Comprehensive,Petrol,9,17.0,1198.0,108.5,170.0,red,3.0,4.0,Yes,3994.0,1811.0,1607.0,2498.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Bangalore
1264,Sedan,70000,Manual,2,Ford,2018,650000.0,Third Party,Diesel,9,26.1,1498.0,99.23,215.0,maroon,4.0,4.0,Yes,3995.0,1704.0,1525.0,2490.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Bangalore
1265,Sedan,78000,Automatic,2,Volvo,2014,1395000.0,Third Party,Diesel,9,27.03,1969.0,190.0,400.0,red,4.0,4.0,Yes,4635.0,2097.0,1484.0,2776.0,8.0,5.0,Power,Disc,Disc,Tubeless,4.0,Bangalore
1266,Sedan,1500,Manual,1,Honda,2021,865000.0,Comprehensive,Diesel,9,24.7,1498.0,98.63,200.0,brown,4.0,4.0,Yes,3995.0,1695.0,1501.0,2470.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Bangalore
